"offerId","categoryL1","categoryL2","categoryL3","categoryL4","categoryL5","categoryPath"
"ac75832","Electronics","Computers","Desktop Computers","Empty","Empty","Electronics > Computers > Desktop Computers"
"ac75835","Business & Industrial","Signage","Digital Signs","Empty","Empty","Business & Industrial > Signage > Digital Signs"
"ac75836","Electronics","Electronics Accessories","Computer Components","Computer System Cooling Parts","Empty","Electronics > Electronics Accessories > Computer Components > Computer System Cooling Parts"
"ac75837","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75838","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75839","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75840","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75841","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75842","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75843","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75844","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75845","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75846","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75847","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75848","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75849","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75850","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75851","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75852","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75853","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75854","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75855","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75856","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75857","Electronics","Computers","Tablet Computers","Empty","Empty","Electronics > Computers > Tablet Computers"
"ac75858","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75860","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75861","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75862","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75863","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75864","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75865","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75866","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75867","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75869","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75870","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75871","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75872","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75874","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75875","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75877","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75879","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75880","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75882","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75883","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75884","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75885","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75886","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75887","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75888","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75889","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75890","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75891","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75892","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75893","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75894","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75895","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75896","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75897","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75898","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75900","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75901","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75902","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75903","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75904","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75905","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75906","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75907","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75908","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75909","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75910","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75913","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75914","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75915","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75917","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75918","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75919","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75920","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75921","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75922","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75923","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75924","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75925","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75927","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75928","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75930","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75932","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75933","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75934","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75935","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75936","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75938","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75939","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75940","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75941","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75942","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75943","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75944","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75945","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75946","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75947","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75948","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75949","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75950","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75951","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75952","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75954","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
"ac75956","Electronics","Computers","Laptops","Empty","Empty","Electronics > Computers > Laptops"
